nasa_yuwe,nasa_yuwe_raw,spanish,english,pos,semantic_domain,notes,sources,n_sources
ĩts,ĩts,la nariz,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩts cafy,ĩts cafy,fosa nasal,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩts much,ĩts much,nariz corta,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩts puty,ĩts puty,"narices, ventana de la nariz",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩts taty,ĩts taty,nariz filuda,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩts tutj,ĩts tutj,nariz chata,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩts yachni,ĩts yachni,hemorragia nasal,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩts zec,ĩts zec,"nariz aguileña, narigudo",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩtyĩ,ĩtyĩ,"vivo, viviente",,adj,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩtyĩ fi'nze,ĩtyĩ fi'nze,"vivir, estar vivo",,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ĩtyĩ fi'nzeni,ĩtyĩ fi'nzeni,la vida (pasada),,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ĩtyĩ fi'nzewa'j,ĩtyĩ fi'nzewa'j,la vida (futura),,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ĩtyĩ fi’nze,ĩtyĩ fi’nze,"vivir, estar vivo",,verb intransitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ĩtyĩ fi’nzeni,ĩtyĩ fi’nzeni,la vida (pasada),,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ĩtyĩ fi’nzewa’j,ĩtyĩ fi’nzewa’j,la vida (futura),,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ĩtyĩ vit-,ĩtyĩ vit-,resucitar,,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩtyĩ yuu-,ĩtyĩ yuu-,"revivir, resucitar",,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ĩtyĩ ũs-,ĩtyĩ ũs-,estar despierto,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"ĩ’cj-, ĩ’cje-","ĩ’cj-, ĩ’cje-",ver visiones,,verb transitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ĩ’née,ĩ’née,"en vano, sin motivo, de nada",,adverbio,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
"ĩ’pjy-, ĩ’pji-","ĩ’pjy-, ĩ’pji-",cargar a cuestas,,verb transitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ī'cj-,ī'cj-,tener visiones (v.i),,,,,broomva_test,1
ī'cjwe'sh,ī'cjwe'sh,visiones (f.pl),,,,,broomva_train,1
"ī'nẽe, ī'nrráa","ī'nẽe, ī'nrráa",sin motivo (adv),,,,,broomva_train,1
īcj,īcj,charco (m),,,,,broomva_train,1
īcj uta-,īcj uta-,inundar (v.t),,,,,broomva_train,1
īcj wala,īcj wala,océano (m),,,,,"broomva_test,broomva_train",2
īcj-,īcj-,llegar de un viaje (v.i),,,,,broomva_train,1
īcy we'weni,īcy we'weni,regaño (m),,,,,broomva_test,1
īcy-,īcy-,regañar (v.t),,,,,broomva_train,1
īcywe'we-,īcywe'we-,censurar (v.t),,,,,broomva_train,1
īicja'j,īicja'j,hacer estanque (v.t),,,,,broomva_validation,1
īis-,īis-,poner falda (v.t),,,,,broomva_train,1
"īish, īishcuẽ","īish, īishcuẽ",viejo (adj),,,,,broomva_train,1
"īishi-, tjẽ'je-","īishi-, tjẽ'je-",envejecerse (hombre) (v.r),,,,,broomva_train,1
"īishweete, penzhweete","īishweete, penzhweete",vejez (f),,,,,broomva_train,1
"īits, tjẽ'j","īits, tjẽ'j",maduro (adj),,,,,broomva_train,1
īitse'j-,īitse'j-,cocer (v.t),,,,,broomva_train,1
īitse'jni,īitse'jni,cocido (p.p),,,,,broomva_test,1
ījpa-,ījpa-,disparar (v.t),,,,,broomva_train,1
īpjy-,īpjy-,cargar (a cuestas) (v.t),,,,,broomva_train,1
īqui,īqui,crudo (adj),,,,,broomva_train,1
īshiimẽe,īshiimẽe,verdaderamente (adv),,,,,broomva_train,1
īshiina nuywe'we-,īshiina nuywe'we-,chlsmear (v.t),,,,,broomva_train,1
īshiini,īshiini,mentira (f),,,,,broomva_test,1
īshiisa,īshiisa,mentiroso (adj),,,,,broomva_train,1
īts,īts,nariz (f),,,,,broomva_train,1
īts cafy,īts cafy,fosa nasal (f),,,,,broomva_validation,1
īts yachni,īts yachni,hemorragia nasal (f),,,,,broomva_train,1
īts-,īts-,cocer (hervir un líquido) (v.i),,,,,broomva_train,1
ītyī,ītyī,vivo (adj),,,,,broomva_train,1
"ītyī fi'nzeni, ītyī fi'nzewa'j, fi'nzeni , fi'nzewa'j","ītyī fi'nzeni, ītyī fi'nzewa'j, fi'nzeni , fi'nzewa'j",vida (f),,,,,broomva_train,1
ītyī ũs-,ītyī ũs-,estar despierto (v.i),,,,,broomva_train,1
"ītyīsa, fi'nzesa","ītyīsa, fi'nzesa",viviente (adj),,,,,broomva_validation,1
ũ,ũ',"comida, alimento",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries",2
ũ' jyaw yat,ũ' jyaw yat,"el troje, granero",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_validation,living_dictionaries",2
ũ' pcjacj-,ũ' pcjacj-,cosechar (v.t),,,,,broomva_validation,1
ũ'-,ũ'-,comer (v.t),,,,,broomva_test,1
"ũ'-, ũwe-","ũ'-, ũwe-","1. comer; 2. mascar coca, mambear; 3. picar",,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'cj cuet,ũ'cj cuet,la piedra de moler,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_validation,living_dictionaries",2
ũ'cj-,ũ'cj-,moler (v.t),,,,,broomva_train,1
"ũ'cj-, ũ'cju-","ũ'cj-, ũ'cju-",moler,,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'cjni,ũ'cjni,molido (p.p),,,,,broomva_validation,1
ũ'cjue'w,ũ'cjue'w,"algo, bien",,adv,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'cue,ũ'cue,mi (femenino),,possesive pronoun,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'cue (ũ'c j,ũ'cue (ũ'c J),yo (femenino),,pro,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'cue jĩi,ũ'cue jĩi,mía,,possesive pronoun,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'cue jīi,ũ'cue jīi,mí a (adj. pos),,,,,broomva_train,1
ũ'na (jũ'na,ũ'na (jũ'na),ayer,,adv,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'na cus,ũ'na cus,al año pasado,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'na qui'su,ũ'na qui'su,la semano pasada,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'nacje,ũ'nacje,"anteayer, antier",,adv,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
"ũ'nacjẽ, jũ'nacjẽ","ũ'nacjẽ, jũ'nacjẽ",anteayer (adv),,,,,broomva_test,1
ũ'ne pety cjacj,ũ'ne pety cjacj,llanto,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_validation,living_dictionaries",2
ũ'ne-,ũ'ne-,1. llorar; 2. aullar,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries",2
ũ'nisa,ũ'nisa,comestible,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries",2
ũ'sa,ũ'sa,"que come, comensal",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'shic,ũ'shic,glotón,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'tsj-,ũ'tsj-,rebanar (v.t),,,,,"broomva_train,broomva_validation",2
"ũ'tsj-, ũ'tsju-","ũ'tsj-, ũ'tsju-","1. cepillar, labrar madera; 2. rebanar",,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'tsjsa,ũ'tsjsa,el carpintero,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'we,ũ'we,la harina,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũ'we-,ũ'we-,picar (insectos) (v.t),,,,,broomva_train,1
ũ'wẽ,ũ'wẽ,harina (f),,,,,broomva_train,1
ũ-,ũ-,alimento (m),,,,,broomva_train,1
ũca,ũca,nunca,,adv,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ũch-,ũch-,defecar (v.t),,,,,broomva_train,1
"ũch-, ũchi-","ũch-, ũchi-","defecar, cagar (animales)",,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ũchi'ch wee,ũchi'ch wee,la diarrea,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_test,living_dictionaries",2
ũchi'ch-,ũchi'ch-,defecar (repetidas veces),,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũchi’ch wee,ũchi’ch wee,la diarrea,,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ũchi’ch-,ũchi’ch-,defecar (repetidas veces),,verb intransitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ũchja-,ũchja-,apagarse,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,swarthmore_talking",3
ũchji'ndy,ũchji'ndy,mezquino,,adj,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
"ũchji'ndy-, ũchi'ndyi- (ushi'ndy-","ũchji'ndy-, ũchi'ndyi- (ushi'ndy-)",ser mezquino,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ũchji’ndy,ũchji’ndy,mezquino,,adjetivo,,Hablante: Francy Yanet,swarthmore_talking,1
"ũchji’ndy-, ũchi’ndyi- (ushi’ndy-","ũchji’ndy-, ũchi’ndyi- (ushi’ndy-)",ser mezquino,,verb intransitive,,Hablante: Francy Yanet,swarthmore_talking,1
ũjpa-,ũjpa-,estallar (v.i),,,,,"broomva_train,broomva_validation",2
"ũjpa-, ũpa-","ũjpa-, ũpa-","disparar (arma de fuego), estallar",,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ũjt-,ũjt-,mojarse (v.i),,,,,broomva_train,1
"ũjt-, ũtu-","ũjt-, ũtu-",mojarse,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ũpacjuuts,ũpacjuuts,la pólvora,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ũpatel,ũpatel,la escopeta,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"ũpatel, scupeta","ũpatel, scupeta",escopeta (f),,,,,broomva_test,1
ũpj-,ũpj-,fugarse (v.i),,,,,broomva_test,1
"ũpj-, ũpjúu-","ũpj-, ũpjúu-",encogerse,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ũpjsá,ũpjsá,asaltador,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"ũpjũupj-, ũpjũupju-","ũpjũupj-, ũpjũupju-","1. saltar (repetidas veces); 2. palpitar, latir",,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ũs quiwe,ũs quiwe,"el lugar habitual, la patria",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,swarthmore_talking",3
ũs-,ũs-,conceder (v.t),,,,,broomva_train,1
"ũs-, ũsu-","ũs-, ũsu-",estar (parado),,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
